"Var1","Var2","Var4","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20"
"F","A",15,7,4,"M","B","CJ",16,1,2,4,2,10,5
"F","B",27,10,3,"F","A","AZ",29,3,2,2,2,22,4
"F","D",35,13,4,"F","B","PO",21,0,1,1,4,9,4
"F","B",38,7,1,"M","C","AZ",20,1,0,0,0,7,5
"M","A",16,6,5,"M","C","ST",25,3,1,4,3,7,5
"F","B",21,12,5,"F","A","AZ",27,0,1,1,1,8,3
"M","A",31,14,4,"F","D","PO",27,0,0,2,0,16,5
"F","C",20,6,5,"F","D","CB",21,3,0,2,3,7,5
"M","A",25,5,4,"M","B","CJ",20,1,2,0,2,4,3
"M","B",16,8,4,"M","B","CJ",19,2,3,3,4,1,4
"F","B",47,28,3,"M","D","CB",28,1,0,2,4,18,3
"F","B",24,21,3,"F","A","CB",30,0,2,3,2,5,3
"F","A",31,6,2,"F","A","AZ",22,1,0,0,3,15,5
"F","A",31,2,2,"M","B","PO",25,0,1,4,1,22,5
"M","B",16,1,4,"M","C","PO",27,1,3,7,4,13,5
"M","C",30,7,5,"M","A","PO",19,1,0,1,7,3,3
"M","A",36,26,4,"M","B","PO",23,4,2,1,0,12,5
"F","B",16,5,5,"F","B","EY",16,1,1,0,2,1,3
"F","A",29,8,4,"F","A","IC",26,0,0,0,1,10,2
"M","B",24,17,5,"M","B","CB",22,1,2,3,2,2,3
"F","B",32,7,4,"M","B","EY",15,0,2,0,0,3,4
"M","A",25,1,2,"F","A","CB",46,0,0,3,0,5,3
"F","A",30,13,3,"M","B","CJ",40,0,0,2,7,22,3
"F","A",30,16,3,"M","B","PO",19,1,1,1,2,8,4
"M","C",15,8,5,"F","A","IC",46,2,0,0,5,31,3
"F","B",24,9,3,"M","A","CB",19,2,2,3,2,7,5
"M","B",28,18,3,"F","A","AZ",40,0,2,0,1,10,2
"M","B",16,5,3,"M","B","AZ",16,3,2,2,2,7,5
"F","C",30,11,5,"M","A","AZ",37,1,0,0,0,5,3
"F","C",34,5,2,"F","A","CB",30,1,1,1,1,4,3
"F","A",34,1,3,"M","B","PO",17,1,0,3,2,11,5
"M","C",23,9,3,"M","B","CB",20,2,1,1,5,7,4
"F","A",33,10,3,"F","C","CB",20,1,1,0,3,3,4
"F","B",18,1,3,"F","B","AZ",24,1,1,2,5,8,4
"F","B",17,8,4,"F","A","PO",20,2,2,3,1,6,5
"F","D",15,6,5,"F","A","CJ",53,2,1,0,1,4,3
"F","B",18,1,3,"F","B","IC",18,3,2,3,3,9,5
"F","A",16,8,3,"F","A","ST",28,1,1,1,0,3,3
"F","C",22,16,3,"F","D","AZ",31,0,0,0,0,7,3
"M","B",25,6,5,"F","B","AZ",29,1,0,3,4,11,4
"M","C",24,5,5,"F","A","IC",30,0,2,1,1,2,3
"M","C",19,1,3,"F","B","CJ",20,0,1,1,1,6,4
"F","B",27,20,4,"F","B","PO",24,2,2,6,2,4,5
"F","B",29,10,3,"F","B","EY",17,1,0,1,1,9,3
"M","C",17,4,5,"F","B","EY",22,1,2,1,5,1,3
"M","C",28,12,5,"M","A","CB",16,2,2,2,2,11,5
"M","C",18,7,5,"F","B","PO",19,0,2,1,4,3,3
"F","B",16,2,4,"M","A","CB",19,1,1,1,3,13,3
"F","A",25,4,1,"M","A","PO",16,0,1,4,3,16,5
"M","B",19,5,3,"F","A","AZ",17,2,1,3,4,1,3
"M","B",33,14,5,"F","B","CJ",28,1,1,3,3,15,4
"F","B",27,12,5,"F","A","IC",32,1,0,0,0,1,2
"F","B",30,23,5,"M","B","CB",21,2,1,1,4,3,3
"F","D",15,1,3,"F","A","CB",28,0,1,1,4,10,5
"F","B",26,17,4,"M","B","PO",22,0,0,0,3,7,3
"F","A",20,1,4,"F","A","IC",29,0,0,0,0,1,4
"M","C",21,15,5,"F","B","AZ",22,1,1,1,3,5,4
"F","B",26,3,2,"M","B","EY",22,1,1,0,0,11,4
"M","A",15,6,5,"M","B","PO",16,2,0,3,1,9,5
"M","B",19,1,3,"M","A","CJ",27,0,1,0,0,3,3
"F","D",27,5,2,"F","B","CJ",26,0,0,1,0,4,2
"M","A",60,18,3,"F","C","CJ",31,0,1,2,0,1,3
"M","B",27,15,4,"M","A","AZ",28,2,2,2,0,1,3
"F","B",20,5,4,"F","B","PO",33,2,3,4,5,11,5
"F","A",37,0,2,"F","D","PO",31,3,0,3,1,12,5
"F","A",41,11,3,"F","B","AZ",17,0,1,0,3,6,3
"M","C",26,13,3,"F","A","IC",18,0,0,3,6,3,4
"F","A",52,15,3,"M","C","ST",28,0,0,3,0,10,2
"M","B",18,12,5,"M","B","CB",20,2,0,3,1,12,5
"F","A",32,4,3,"M","B","AZ",19,1,2,2,1,6,5
"M","C",61,1,4,"F","C","CB",18,2,0,2,3,5,5
"M","B",15,5,5,"F","A","CJ",15,2,2,3,1,8,5
"F","B",20,5,3,"M","B","EY",33,0,0,1,0,25,5
"F","A",31,4,2,"F","B","CB",26,2,0,2,2,4,3
"F","A",18,2,3,"M","B","IC",17,2,0,3,1,7,5
"M","C",24,10,5,"F","B","ST",20,1,1,0,1,2,4
"F","A",33,9,3,"M","B","PO",27,5,0,2,2,7,5
"F","A",30,2,2,"M","C","AZ",27,1,1,2,4,8,5
"F","B",38,3,3,"M","C","EY",15,2,0,2,3,1,4
"F","A",33,3,3,"F","A","EY",17,1,1,0,3,8,3
"F","C",19,1,3,"F","A","AZ",15,3,1,3,1,5,5
"F","A",30,5,3,"M","B","AZ",15,0,2,1,1,2,4
"F","C",19,14,4,"F","C","AZ",17,0,1,2,3,1,4
"M","B",15,7,5,"M","A","AZ",25,1,2,1,2,0,3
"F","D",20,10,3,"M","A","CB",28,2,1,3,0,9,5
"F","A",29,6,5,"M","B","AZ",26,4,1,4,2,14,5
"M","A",38,9,3,"M","A","EY",16,2,3,1,5,5,3
"M","B",18,7,5,"M","C","EY",18,1,1,1,3,2,4
"M","A",18,12,3,"F","B","AZ",16,0,1,2,0,6,5
"M","C",16,3,3,"M","B","IC",40,2,0,0,3,13,3
"M","B",36,1,3,"F","B","CJ",19,2,0,0,2,3,3
"F","C",31,15,4,"F","B","CJ",26,0,2,2,2,2,2
"M","A",30,6,3,"F","B","AZ",28,0,1,1,3,7,4
"M","B",30,4,3,"M","A","IC",21,1,1,1,3,9,4
"F","B",15,1,3,"M","C","EY",19,1,2,4,2,11,5
"F","A",39,12,4,"F","A","CB",30,2,2,1,1,7,2
"F","B",38,20,4,"M","C","CB",21,3,0,1,1,4,5
"F","C",25,0,5,"F","C","IC",21,3,2,1,0,9,5
"M","A",30,3,2,"F","B","IC",16,2,1,0,2,4,4
"M","A",24,6,5,"F","B","EY",28,0,1,0,1,20,3
"M","A",18,2,3,"M","B","PO",15,4,0,5,2,5,5
"F","A",27,7,4,"F","B","EY",16,1,0,1,3,1,3
"F","D",30,11,2,"F","B","EY",27,1,0,0,2,10,4
"F","A",29,20,1,"F","B","EY",15,1,2,1,1,1,4
"F","C",22,8,3,"M","B","AZ",34,1,1,1,1,10,4
"F","B",22,14,5,"M","B","CB",25,3,4,0,4,7,3
"F","B",22,6,5,"M","B","AZ",15,0,0,0,2,3,3
"F","B",16,23,5,"F","A","AZ",23,1,0,2,1,8,5
"M","B",16,2,4,"F","B","AZ",28,0,1,0,1,9,3
"M","A",26,3,4,"F","A","AZ",16,1,2,1,1,2,4
"F","B",33,11,3,"M","A","PO",42,0,2,2,2,5,2
"F","A",30,1,4,"M","D","IC",34,2,2,1,3,9,3
"F","B",15,5,4,"F","D","CB",26,1,1,0,0,2,4
"M","B",17,5,5,"F","A","ST",29,1,0,1,1,4,2
"F","B",22,7,3,"F","B","AZ",29,2,1,1,4,2,3
"F","A",27,2,5,"F","A","PO",15,1,1,0,1,10,5
"M","B",18,2,4,"F","B","AZ",27,1,0,1,1,1,3
"F","A",15,1,4,"M","B","AZ",27,0,0,2,1,1,3
"F","A",33,19,1,"F","D","AZ",38,0,0,1,2,10,2
"M","A",15,13,5,"F","B","CJ",18,1,1,2,3,5,3
"M","B",16,5,3,"M","B","IC",19,2,1,0,4,5,4
"F","B",28,12,4,"M","D","AZ",18,1,0,1,2,7,5
"M","C",25,8,3,"M","C","ST",29,1,1,3,3,15,5
"M","A",21,1,3,"F","B","IC",19,0,0,0,2,3,5
"M","A",33,16,5,"F","D","IC",19,1,2,5,6,7,5
"F","B",21,6,5,"F","D","EY",21,0,2,0,3,5,4
"M","B",17,2,3,"M","B","CB",21,0,2,2,3,9,3
"F","D",27,2,2,"F","A","CJ",20,3,1,0,4,2,4
"F","B",41,16,3,"M","B","EY",22,0,1,0,1,5,4
"F","A",41,19,4,"F","A","ST",40,1,1,1,1,3,3
"M","B",21,1,3,"F","A","CB",33,1,1,1,2,1,4
"F","A",27,12,1,"M","B","AZ",17,2,0,1,3,7,5
"F","B",24,6,5,"F","B","CB",31,0,0,0,2,30,4
"F","A",15,3,3,"F","A","CB",28,0,0,0,1,2,3
"F","B",23,1,4,"M","A","PO",20,0,0,1,2,5,3
"M","B",32,11,3,"F","C","EY",31,0,1,0,1,6,4
"F","B",20,7,5,"F","C","EY",24,2,1,2,4,15,4
"M","B",17,7,3,"F","B","CB",15,3,1,0,0,1,3
"M","A",22,6,3,"M","B","AZ",17,1,1,3,1,6,4
"F","B",20,1,4,"F","B","CJ",15,1,2,1,4,2,3
"F","B",16,3,4,"M","A","AZ",26,2,1,0,2,7,3
"M","B",16,2,3,"F","A","AZ",18,1,1,3,3,16,5
"M","A",17,3,3,"M","B","CJ",19,1,1,2,1,8,4
"M","B",31,2,4,"M","A","CJ",21,2,0,1,2,21,3
"M","B",21,14,3,"F","A","PO",16,1,1,0,3,1,3
"F","B",15,3,3,"M","A","CB",39,0,0,0,1,3,3
"M","B",15,4,5,"F","A","IC",25,0,0,3,2,4,2
"F","A",25,1,2,"F","A","AZ",32,0,0,2,2,13,2
"M","A",24,10,4,"F","A","CB",25,0,0,0,1,2,4
"F","C",18,1,3,"F","B","CJ",15,0,0,0,1,5,3
"M","A",17,25,4,"F","A","EY",21,1,0,1,5,7,3
"F","A",25,7,3,"M","B","EY",16,0,0,1,1,4,3
"F","C",27,5,4,"M","A","PO",29,3,1,4,7,4,5
"F","B",27,4,2,"F","B","IC",30,2,1,1,4,0,3
"F","A",32,11,2,"M","A","CB",31,0,1,1,4,15,3
"F","B",17,5,3,"M","B","AZ",41,2,0,0,3,22,4
"M","B",15,1,3,"F","B","IC",15,2,1,3,3,1,3
"F","A",43,45,4,"F","A","AZ",36,0,2,1,2,15,4
"F","A",36,13,3,"F","A","AZ",28,1,2,4,7,6,4
"M","C",30,19,5,"M","A","AZ",20,0,1,0,2,5,3
"F","A",30,3,3,"F","A","CB",33,7,0,2,3,12,5
"F","A",19,10,5,"M","B","AZ",24,3,0,4,4,5,3
"F","B",23,7,4,"F","A","AZ",49,0,1,0,0,17,3
"M","B",56,4,5,"F","A","AZ",29,0,0,2,5,14,4
"F","D",15,11,4,"F","A","IC",28,0,1,0,0,2,3
"F","C",18,7,5,"F","B","EY",19,2,3,0,2,1,3
"F","B",32,10,4,"F","C","PO",16,2,2,2,4,1,4
"F","B",15,3,4,"M","A","PO",36,0,1,1,1,10,2
"F","C",16,1,4,"F","C","AZ",37,1,2,1,0,11,4
"M","B",54,39,3,"F","A","CB",26,1,0,0,4,3,5
"M","B",20,10,3,"F","A","EY",28,1,0,1,2,3,2
"F","A",23,5,4,"M","A","IC",25,0,0,1,3,3,3
"M","C",19,5,5,"F","A","IC",41,0,1,2,1,3,2
"M","B",26,11,4,"F","D","CB",15,2,1,3,5,1,4
"F","C",17,6,4,"F","C","PO",15,1,1,5,1,7,5
"F","C",20,4,3,"F","A","IC",23,3,1,0,3,7,3
"M","B",15,4,5,"F","B","IC",30,2,1,0,0,4,3
"F","A",36,5,3,"M","B","PO",38,1,0,0,1,21,5
"F","C",16,4,5,"F","A","IC",29,0,0,1,0,8,2
"M","B",20,5,5,"M","B","ST",17,2,2,0,0,8,5
"F","A",26,2,2,"F","A","AZ",17,0,2,0,5,14,4
"F","A",18,5,3,"F","D","ST",30,1,1,0,0,2,2
"M","C",36,7,5,"M","C","CB",22,3,1,1,0,4,4
"F","B",15,4,4,"F","B","CJ",18,1,0,1,4,5,4
"F","B",16,1,4,"M","C","AZ",20,0,2,0,2,4,4
"F","A",38,1,2,"F","A","EY",24,0,1,1,1,3,4
"F","D",35,15,3,"F","B","ST",25,0,1,0,1,5,5
"M","B",26,9,3,"F","B","EY",29,1,1,3,0,6,3
"M","C",16,9,4,"F","C","AZ",20,0,2,1,3,1,4
"M","B",21,5,3,"M","B","EY",34,1,1,0,5,14,3
"F","C",27,2,3,"M","A","PO",38,0,0,1,1,2,3
"M","C",26,18,5,"F","D","PO",28,1,0,0,2,13,3
"F","A",28,1,3,"F","A","EY",54,2,2,1,1,3,2
"M","B",19,12,5,"F","C","AZ",23,3,2,2,5,1,3
"M","C",16,4,4,"F","B","IC",22,2,0,1,1,1,3
"F","A",23,9,3,"M","B","CB",18,2,1,1,1,11,5
"F","D",18,5,4,"F","C","CJ",15,0,0,3,8,3,3
"M","B",23,2,3,"F","C","PO",15,2,2,4,1,7,5
"F","B",42,18,6,"F","B","AZ",15,1,3,2,4,4,3
"F","B",18,5,5,"F","C","IC",25,1,0,5,3,11,5
"F","A",20,5,4,"M","A","AZ",17,3,2,3,2,8,4
"F","A",27,1,4,"F","B","AZ",34,1,0,1,3,6,3
"F","B",22,8,4,"M","A","CB",18,0,0,1,5,2,3
"F","C",17,8,5,"M","C","AZ",17,2,3,0,4,1,3
"M","B",27,8,5,"F","C","PO",34,0,4,1,3,16,3
"M","C",16,4,5,"F","A","PO",29,1,1,0,2,3,4
"F","B",35,5,3,"M","B","AZ",29,1,0,2,5,17,3
"M","B",17,8,5,"F","B","PO",20,0,0,1,7,5,4
"M","A",29,7,1,"F","D","ST",18,1,0,1,2,3,3
"F","B",15,6,5,"F","A","CB",20,0,0,1,4,1,4
"M","B",15,4,5,"F","C","AZ",17,0,0,2,3,11,4
"F","A",26,2,2,"F","B","PO",19,0,1,1,4,6,3
"F","B",40,24,5,"F","B","CJ",21,2,2,2,4,7,4
"F","C",23,3,4,"F","B","CB",26,2,2,0,0,2,4
"F","B",16,3,3,"F","B","EY",23,1,0,1,3,4,3
"F","B",18,1,4,"M","B","PO",18,2,0,2,4,12,5
"F","A",29,3,2,"F","A","PO",32,3,0,4,2,6,5
"F","B",17,9,3,"M","C","AZ",28,1,1,1,1,5,4
"M","B",54,32,3,"F","A","AZ",30,1,1,0,1,4,3
"F","A",25,8,3,"F","A","AZ",37,0,0,2,1,6,3
"F","B",17,5,4,"F","D","AZ",26,0,2,1,0,1,2
"M","D",24,8,5,"F","A","ST",34,1,1,0,1,6,4
"F","A",24,5,3,"F","C","CB",16,1,2,1,3,9,3
"M","B",39,17,5,"F","B","AZ",16,1,0,3,5,9,3
"F","B",19,4,5,"F","B","AZ",21,1,1,0,2,16,3
"M","B",24,13,4,"F","A","PO",22,4,0,4,3,5,5
"M","B",15,6,4,"M","C","EY",44,1,1,2,4,9,3
"F","B",15,4,4,"M","D","AZ",16,2,1,4,1,26,5
"M","A",23,6,3,"F","A","IC",34,3,0,3,1,20,5
"M","C",15,6,4,"F","A","CJ",27,0,1,3,3,2,3
"M","A",24,10,3,"M","D","CJ",24,2,3,1,1,1,4
"F","B",25,6,4,"F","D","AZ",29,0,2,2,0,1,3
"F","B",34,4,4,"M","A","CB",31,0,0,5,1,15,5
"M","D",15,9,5,"F","B","AZ",49,1,0,0,0,31,3
"M","B",22,16,5,"F","A","IC",25,2,0,0,2,2,3
"F","B",34,8,4,"M","B","IC",15,2,0,4,0,15,5
"F","A",45,26,3,"F","A","ST",43,0,2,2,4,9,2
"F","A",35,5,3,"M","A","AZ",60,1,0,1,1,25,5
"F","B",42,22,4,"F","A","IC",27,1,2,0,0,2,3
"M","B",15,5,5,"M","B","PO",16,5,0,0,1,8,5
"F","A",18,3,3,"M","B","AZ",22,0,2,3,2,13,5
"F","C",37,1,2,"F","B","IC",32,1,0,0,1,10,3
"F","C",35,18,3,"M","A","AZ",25,0,0,0,1,9,4
"F","B",15,11,4,"F","A","PO",31,0,0,1,0,12,3
"F","C",20,12,4,"M","A","IC",25,0,0,0,0,4,2
"M","B",35,21,3,"F","A","PO",27,1,2,0,1,14,4
"M","B",35,16,3,"F","B","AZ",21,2,2,5,2,15,5
"M","C",16,1,3,"F","B","AZ",36,1,1,2,6,19,3
"M","D",15,8,5,"M","B","CJ",34,0,0,2,4,13,4
"F","C",15,3,4,"M","B","AZ",15,2,0,6,5,12,5
"F","A",27,4,3,"F","D","PO",22,2,3,2,4,9,4
"F","A",17,4,3,"M","A","PO",23,0,0,1,3,7,4
"F","C",37,2,3,"F","C","EY",20,3,3,0,4,16,4
"M","A",15,4,5,"F","B","EY",23,0,0,3,2,8,4
"F","B",45,25,4,"F","A","PO",19,2,1,1,3,3,3
"M","D",55,39,4,"M","A","EY",24,1,2,0,0,3,3
"M","C",28,6,5,"M","B","AZ",23,3,0,0,1,9,5
"M","A",20,5,5,"M","A","CJ",21,3,1,1,0,6,5
"M","D",33,8,5,"M","C","AZ",16,0,0,1,1,8,4
"M","C",19,13,5,"M","B","PO",16,2,4,1,4,1,4
"M","A",32,3,3,"M","B","CJ",33,1,0,1,2,11,4
"F","A",30,1,2,"F","A","AZ",40,1,1,2,6,11,4
"F","A",27,4,3,"F","B","CB",16,3,1,1,5,2,3
"F","A",30,2,3,"M","D","PO",19,1,1,3,5,9,5
"F","A",32,2,3,"M","C","PO",26,1,0,3,1,7,5
"F","A",18,2,3,"M","B","ST",16,3,1,3,2,15,5
"F","C",26,1,2,"M","A","ST",27,0,0,1,0,7,1
"F","A",18,13,3,"F","C","PO",36,0,1,2,0,6,2
"M","C",15,4,4,"M","B","PO",20,0,2,0,1,6,4
"F","A",36,7,4,"F","B","PO",26,3,1,3,3,7,5
"F","B",19,1,4,"F","B","AZ",41,2,1,2,2,33,5
"M","C",17,7,5,"F","B","IC",22,1,1,3,3,10,5
"F","B",37,5,5,"M","B","PO",22,3,1,0,2,7,4
"F","B",17,1,3,"F","B","CB",18,1,0,2,4,5,4
"M","B",16,14,4,"F","A","IC",27,0,0,0,1,12,2
"M","A",15,6,5,"F","B","CB",22,3,0,2,1,8,5
"M","A",28,8,4,"M","B","EY",21,1,0,5,3,4,5
"M","A",52,19,3,"M","C","AZ",25,1,1,1,2,7,3
"M","A",18,12,5,"F","B","EY",40,0,1,0,0,7,4
"F","B",17,6,4,"F","A","CJ",29,0,0,1,0,4,4
"F","B",17,1,3,"M","B","CB",18,1,2,0,2,9,4
"F","A",26,1,2,"F","C","CB",17,2,0,2,4,8,5
"F","D",49,33,5,"F","B","CB",18,2,0,3,0,7,5
"F","A",20,12,3,"F","C","AZ",18,1,1,1,3,8,4
"F","A",19,11,3,"F","A","CJ",28,0,1,0,5,12,4
"M","A",16,3,4,"F","B","AZ",19,2,0,1,7,2,3
"F","D",22,8,3,"M","C","CB",15,3,0,4,5,19,5
"M","A",31,14,3,"M","B","IC",18,0,2,1,3,7,3
"F","A",20,11,3,"F","B","EY",15,1,0,2,1,2,4
"M","A",23,4,4,"F","A","AZ",30,2,1,0,2,7,1
"F","D",15,12,5,"F","A","CB",43,1,0,2,2,14,5
"F","C",17,1,3,"M","C","AZ",27,1,1,1,0,2,2
"F","A",27,3,1,"M","B","IC",24,2,2,2,4,12,4
"M","B",19,4,5,"M","A","EY",19,1,0,1,2,11,4
"F","B",24,9,4,"F","C","CB",18,0,1,2,2,34,5
"M","B",16,1,4,"M","B","CB",28,2,2,2,4,4,3
"F","D",15,1,4,"F","C","ST",25,0,1,0,0,1,3
"F","A",25,0,3,"F","C","EY",16,2,0,4,3,5,5
"F","A",44,20,3,"M","B","EY",33,1,2,2,5,10,3
"F","C",16,9,5,"F","B","EY",34,0,0,1,2,16,3
"F","A",16,8,4,"F","A","AZ",25,3,0,1,4,33,4
"M","B",30,17,5,"F","B","PO",18,2,0,2,3,4,5
"F","A",29,7,2,"M","C","ST",18,3,2,1,1,4,5
"F","C",17,2,3,"M","B","EY",29,1,1,2,4,1,3
"F","D",16,1,3,"M","A","CJ",34,0,0,0,1,8,2
"M","B",15,11,5,"M","D","AZ",15,0,0,1,7,4,3
"M","D",17,7,5,"M","A","AZ",28,0,2,1,3,3,4
"M","B",21,6,3,"F","A","AZ",16,1,1,2,4,4,4
"F","B",32,19,4,"F","B","EY",16,0,0,3,3,4,5
"F","B",15,6,5,"F","D","AZ",30,3,2,1,2,0,4
"F","A",22,8,4,"M","B","ST",23,0,0,1,5,11,4
"M","A",32,14,4,"F","C","PO",17,4,2,6,1,9,5
"M","A",27,3,2,"F","D","PO",15,1,3,1,1,17,5
"F","B",22,13,5,"F","B","AZ",20,2,1,1,0,7,4
"F","B",23,6,5,"F","C","IC",23,0,1,0,1,6,3
"F","A",28,1,1,"M","B","CJ",19,1,1,1,0,6,5
"M","B",16,2,4,"M","A","AZ",29,2,1,4,1,8,5
"F","A",21,6,4,"M","B","EY",39,0,0,0,0,14,4
"M","B",21,6,5,"F","D","AZ",31,0,0,2,6,14,4
"M","C",66,27,5,"F","D","AZ",32,2,0,2,1,11,2
"F","B",27,5,4,"F","A","AZ",46,0,2,2,1,2,1
"F","B",19,6,4,"M","D","IC",36,2,3,6,3,16,5
"F","B",26,10,3,"M","C","AZ",20,1,1,1,4,8,4
"M","A",43,6,2,"F","A","AZ",17,0,0,2,3,7,3
"F","C",23,5,4,"F","A","AZ",41,1,0,0,0,13,3
"F","B",15,4,5,"F","A","CB",16,0,0,1,3,6,3
"F","B",24,8,3,"F","C","PO",38,1,1,2,7,15,3
"F","A",36,7,4,"F","B","AZ",30,0,3,2,3,9,3
"F","C",37,22,5,"M","B","PO",17,1,1,1,2,1,3
"F","D",18,12,5,"F","B","CB",21,2,2,2,0,7,5
"M","D",26,3,4,"F","B","EY",17,0,0,0,1,10,3
"M","B",25,8,3,"M","D","PO",19,3,1,5,1,6,5
"M","B",21,8,4,"F","C","AZ",48,0,1,2,4,25,4
"F","B",22,15,5,"F","A","EY",31,0,0,0,2,13,3
"F","C",42,25,4,"M","C","ST",19,2,0,6,5,9,5
"F","C",19,33,5,"F","A","CJ",30,1,1,0,2,12,4
"M","B",16,9,5,"F","A","ST",25,2,1,1,0,4,2
"M","A",32,5,3,"F","C","CJ",42,1,2,1,0,12,5
"F","A",44,16,3,"M","B","EY",32,1,2,2,3,13,3
"M","A",16,1,4,"F","A","ST",39,0,1,1,0,6,3
"M","A",69,17,5,"M","A","AZ",30,1,0,5,6,8,3
"F","C",28,7,4,"F","A","PO",15,0,0,1,6,3,3
"M","B",16,4,4,"F","A","AZ",26,0,1,0,1,4,2
"F","B",26,15,4,"F","A","PO",47,1,2,4,2,26,3
"F","A",28,1,3,"F","B","ST",25,2,0,2,1,2,1
"F","C",27,5,2,"M","C","PO",16,3,1,3,2,4,5
"F","B",15,1,3,"M","C","IC",16,1,0,2,5,11,5
"F","B",16,7,3,"M","A","AZ",17,0,0,3,2,4,3
"F","B",16,12,4,"F","A","EY",16,3,0,0,3,4,4
"M","B",16,4,5,"F","C","AZ",25,0,0,0,0,3,5
"F","B",16,1,3,"F","A","CB",15,2,1,1,4,1,3
"F","A",26,1,3,"F","A","IC",28,2,1,0,2,1,4
"F","A",15,2,3,"M","B","AZ",20,0,0,1,4,8,4
"F","B",15,2,3,"F","A","EY",16,1,0,1,4,2,3
"M","A",40,35,4,"F","B","CB",16,2,1,1,1,1,4
"M","B",20,5,5,"F","B","CB",20,0,1,0,4,3,4
"M","C",28,16,5,"M","A","IC",19,1,1,1,5,5,3
"F","A",26,19,4,"M","D","IC",16,3,2,4,2,9,5
"F","A",23,6,4,"F","A","EY",33,0,0,0,1,8,2
"F","A",24,8,3,"F","A","CJ",32,0,0,6,5,5,5
"M","A",24,6,3,"F","B","CB",15,2,4,2,4,2,5
"F","C",21,1,4,"F","C","CB",15,1,1,4,1,6,5
"F","A",26,1,4,"F","B","AZ",20,2,0,4,4,5,4
"F","B",27,11,5,"M","B","PO",23,3,1,3,1,10,5
"F","A",30,9,4,"M","B","PO",17,1,1,0,0,2,3
"F","A",25,2,3,"M","B","PO",15,2,4,2,0,4,6
"F","B",18,2,4,"F","A","PO",33,0,1,1,4,10,4
"F","A",28,4,2,"M","C","PO",19,2,0,4,1,6,5
"F","B",29,4,4,"M","A","PO",21,4,0,1,0,7,5
"F","A",15,3,4,"F","D","PO",25,4,0,5,3,22,5
"M","B",31,8,3,"F","B","AZ",35,0,0,1,0,7,2
"M","B",16,1,4,"F","C","AZ",23,2,1,0,0,13,5
"F","A",25,0,3,"F","B","CJ",21,0,1,1,2,1,4
"F","A",26,3,3,"F","A","AZ",25,2,3,1,1,1,3
"F","A",38,0,3,"F","A","IC",30,0,0,0,2,9,2
"M","B",17,1,4,"M","B","PO",22,5,0,2,4,7,5
"M","A",28,25,5,"F","A","EY",17,2,1,1,4,5,4
"F","A",27,8,3,"M","B","AZ",17,2,0,0,3,3,3
"F","B",20,4,4,"F","D","CJ",15,4,2,2,3,4,5
"F","A",29,3,4,"F","C","AZ",31,1,2,0,2,0,4
"F","A",29,4,3,"F","B","ST",16,1,0,1,4,1,3
"M","A",24,5,5,"M","A","CJ",25,1,2,0,0,11,5
"F","A",25,8,5,"F","A","ST",20,1,1,0,2,3,4
"F","C",26,1,3,"F","B","CB",23,1,3,1,3,5,4
"M","B",29,4,5,"M","C","AZ",31,1,1,0,0,6,5
"F","A",17,4,3,"F","B","AZ",25,1,0,1,2,1,4
"F","B",16,10,5,"F","A","IC",16,4,3,0,0,3,4
"M","B",21,1,3,"F","B","AZ",21,6,2,0,5,2,4
"F","C",15,18,5,"F","A","ST",32,0,2,2,1,2,3
"F","A",16,2,3,"M","C","EY",16,4,4,3,3,6,5
"M","C",23,9,5,"M","A","CB",22,2,0,4,3,36,5
"F","A",25,0,3,"F","C","PO",23,2,0,5,2,15,5
"M","A",15,16,5,"F","A","PO",26,2,1,2,5,8,3
"F","B",18,7,5,"M","B","AZ",15,1,0,1,5,7,3
"F","A",18,4,4,"M","B","CJ",21,3,1,0,1,17,5
"F","B",21,4,5,"M","C","AZ",23,0,1,2,1,8,5
"F","B",15,2,4,"F","A","AZ",29,0,0,2,1,0,3
"F","C",15,18,5,"M","B","CJ",16,1,0,2,7,7,3
"F","B",51,7,5,"M","B","PO",30,1,0,1,5,4,4
"M","C",20,22,4,"M","B","ST",17,2,0,3,1,5,5
"M","A",21,5,4,"F","C","CJ",34,5,2,2,4,19,5
"F","C",16,4,4,"M","B","IC",27,0,1,2,1,1,3
"M","C",22,22,5,"F","A","CB",31,2,0,1,2,2,2
"F","A",31,12,3,"M","C","CB",18,3,1,2,3,1,3
"M","C",17,12,5,"M","A","IC",30,1,1,0,1,12,2
"M","B",22,1,3,"F","C","AZ",29,2,3,1,0,4,5
"F","D",26,25,5,"F","B","PO",18,4,1,0,1,7,5
"F","B",33,9,4,"M","C","PO",22,1,1,2,3,3,3
"F","D",17,4,3,"F","D","AZ",15,1,2,0,1,5,5
"F","B",26,16,4,"M","C","PO",25,0,0,3,4,13,5
"M","C",23,20,3,"M","B","PO",24,1,0,0,1,6,4
"F","B",15,5,5,"M","C","AZ",18,0,0,0,2,5,4
"F","B",36,9,5,"F","C","AZ",23,4,2,3,1,11,5
"M","B",25,10,3,"M","B","EY",26,0,0,3,2,16,5
"M","D",18,7,4,"F","B","IC",19,3,2,2,2,5,3
"F","B",17,6,3,"M","C","CJ",33,0,0,2,2,9,5
"F","A",36,4,3,"M","A","EY",19,2,2,3,3,1,4
