"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20"
"M","C","AZ",20,4,2,3,4,11,5,"M","C","CB",20,1,2,0,1,5,4
"M","A","AZ",18,0,1,0,4,7,4,"M","D","IC",36,0,0,0,1,13,3
"F","D","EY",15,1,2,0,2,5,4,"M","A","CJ",19,3,1,0,3,1,3
"M","D","EY",19,2,2,3,4,7,5,"M","A","PO",27,2,0,0,2,11,3
"F","C","PO",15,3,2,4,0,4,5,"F","B","EY",19,1,1,5,3,6,5
"F","B","IC",15,0,0,0,3,1,4,"F","A","PO",31,3,2,2,4,22,3
"F","A","PO",33,2,2,1,2,21,3,"F","C","AZ",17,2,1,2,0,5,5
"F","A","PO",29,0,0,0,3,6,4,"M","D","ST",32,2,1,4,2,16,5
"F","A","EY",27,0,0,0,1,1,4,"F","A","AZ",22,1,1,4,3,5,5
"F","B","AZ",29,0,1,1,3,2,3,"F","B","EY",19,1,0,2,4,5,4
"M","A","CJ",20,0,0,3,5,2,4,"M","B","CB",28,0,2,5,4,14,5
"F","B","ST",44,2,3,0,0,16,2,"F","B","IC",18,0,0,1,4,5,5
"F","C","CB",49,0,0,1,4,17,3,"M","B","EY",25,0,0,2,5,8,4
"M","A","AZ",27,0,2,2,2,15,4,"M","A","EY",27,1,1,3,4,13,3
"F","B","IC",32,0,1,0,2,16,3,"F","C","CJ",30,0,1,0,4,19,4
"M","C","PO",16,1,1,2,4,5,3,"F","A","EY",35,1,2,0,1,2,3
"M","A","PO",21,0,1,0,1,13,3,"M","B","AZ",19,1,0,1,1,3,4
"F","A","CB",32,0,2,2,4,3,4,"M","A","PO",15,0,0,3,1,6,5
"M","C","PO",17,1,2,0,4,3,4,"F","B","EY",45,2,0,3,3,19,5
"M","B","ST",17,4,1,3,3,1,4,"F","A","AZ",29,1,2,4,2,1,1
"M","B","IC",43,1,0,1,4,30,4,"F","B","IC",16,1,2,0,0,5,4
"M","B","AZ",39,1,2,6,5,5,5,"F","A","PO",49,1,1,1,0,9,3
"F","A","AZ",41,0,0,0,0,8,2,"F","B","PO",18,3,0,4,1,5,5
"F","C","PO",20,2,1,1,1,7,4,"F","C","PO",17,2,1,3,4,7,5
"F","A","PO",20,1,2,0,0,5,3,"M","B","PO",31,5,1,3,2,5,5
"F","B","CJ",21,0,1,0,0,6,5,"M","C","PO",15,3,1,3,2,7,5
"M","C","PO",24,2,2,3,2,11,5,"F","A","AZ",26,2,3,0,3,2,2
"M","B","AZ",27,3,1,2,2,12,5,"F","A","IC",32,1,0,2,2,2,3
"F","B","AZ",15,0,0,0,2,1,4,"F","A","EY",22,1,0,1,2,7,3
"F","B","AZ",16,2,0,2,6,7,4,"F","A","EY",40,3,0,0,1,12,3
"M","A","IC",29,0,2,0,3,20,3,"F","A","AZ",33,0,0,0,1,2,3
"F","B","ST",15,3,0,0,1,1,4,"F","A","PO",15,0,1,2,4,4,3
"F","A","ST",15,0,1,3,2,1,3,"M","B","CJ",25,1,0,0,1,5,4
"M","B","ST",16,2,1,2,3,6,5,"M","A","CJ",21,0,1,1,2,5,3
"M","B","PO",23,4,2,3,2,6,5,"F","C","CB",23,0,0,2,2,4,5
"F","B","PO",18,5,0,5,2,5,5,"M","A","PO",17,1,0,0,1,11,5
"F","C","AZ",45,1,2,2,1,6,3,"M","B","IC",38,0,1,0,3,19,3
"F","A","EY",40,3,1,1,1,13,3,"F","B","CB",16,0,2,1,5,4,3
"M","C","CJ",16,1,0,0,4,3,4,"M","B","AZ",16,2,0,0,3,2,4
"M","C","AZ",19,0,1,0,1,5,4,"F","B","AZ",32,2,0,2,3,11,3
"F","B","CJ",20,1,3,0,2,3,3,"F","A","CJ",27,1,0,1,0,1,3
"F","D","CJ",21,0,2,1,1,3,4,"M","B","AZ",22,1,1,3,3,13,4
"M","B","PO",20,1,3,3,5,5,3,"M","C","EY",17,2,0,0,2,5,3
"F","C","IC",59,1,2,0,2,19,3,"F","B","ST",59,0,0,0,0,7,5
"F","B","EY",36,0,2,0,0,9,4,"F","A","IC",28,0,2,0,0,3,3
"M","C","PO",15,3,1,3,2,13,5,"F","C","PO",20,4,1,3,1,19,5
"M","B","PO",29,0,1,2,1,12,5,"F","B","IC",27,3,1,3,6,3,3
"F","C","IC",22,1,1,2,5,3,4,"M","B","AZ",29,0,2,1,8,14,3
"F","A","CB",34,1,1,0,1,10,3,"F","C","EY",21,0,1,8,3,11,5
"F","C","CB",24,1,1,1,6,6,3,"F","A","EY",29,0,1,1,1,4,4
"F","A","ST",29,2,0,3,1,11,4,"M","C","AZ",28,2,3,0,3,0,3
"F","C","PO",25,1,0,3,2,1,3,"F","B","EY",32,2,1,1,5,7,4
"M","D","IC",15,1,0,1,4,12,4,"M","B","PO",26,5,2,6,3,10,5
"F","C","EY",35,2,1,6,1,18,5,"F","A","EY",64,0,0,0,1,24,3
"M","A","AZ",16,2,0,2,3,3,4,"F","B","AZ",43,2,0,0,2,24,3
"F","A","ST",38,1,1,1,2,1,2,"F","B","PO",28,1,1,0,2,1,4
"M","B","ST",24,2,1,1,3,4,4,"M","D","CB",25,2,0,3,2,12,5
"M","A","CB",19,1,4,1,2,5,3,"F","B","CB",15,2,1,0,2,2,3
"M","A","CB",15,0,1,0,4,1,4,"F","A","AZ",37,0,1,1,1,4,1
"M","C","AZ",21,2,1,1,5,1,3,"F","B","EY",19,1,1,1,4,3,3
"M","A","CB",25,0,2,1,5,7,4,"F","C","EY",21,2,0,3,2,3,5
"F","A","AZ",26,1,1,3,2,7,2,"F","A","AZ",17,2,1,0,4,1,4
"F","B","EY",19,1,1,1,6,7,4,"M","B","AZ",30,1,0,0,2,25,4
"M","C","CJ",15,3,2,0,2,7,4,"M","B","ST",25,2,0,1,1,17,5
"F","B","AZ",34,0,0,2,3,16,3,"F","B","IC",17,0,0,2,1,3,3
"F","C","AZ",28,1,2,0,1,9,2,"F","B","CB",41,1,1,1,3,2,2
"M","B","AZ",24,0,1,3,0,6,5,"F","B","PO",21,0,1,1,3,11,3
"F","A","AZ",31,1,1,2,0,9,3,"M","A","CB",17,0,1,4,1,6,5
"F","B","IC",25,1,2,1,4,8,4,"F","A","AZ",41,0,0,1,2,18,5
"F","A","IC",19,2,1,0,1,1,3,"F","A","CB",15,0,1,2,5,2,4
"M","A","IC",17,1,0,0,2,3,3,"M","A","AZ",32,1,0,2,0,3,2
"M","A","PO",28,1,1,2,2,2,3,"F","A","IC",22,1,1,0,1,10,3
"M","C","AZ",50,0,2,1,3,27,4,"M","B","AZ",15,0,1,2,3,2,3
"F","A","CB",42,0,0,3,2,2,3,"F","C","AZ",38,2,1,0,1,9,3
"F","B","CB",24,1,1,1,2,4,3,"F","C","PO",15,3,1,0,0,7,5
"F","C","CB",22,3,1,5,3,4,5,"F","C","IC",25,2,1,2,4,1,4
"F","B","CJ",33,2,1,2,1,9,5,"M","B","IC",33,1,1,1,2,13,5
"F","A","IC",29,0,1,1,0,21,3,"F","B","AZ",27,3,3,1,1,2,3
"M","A","EY",20,1,1,1,2,9,3,"F","B","PO",25,0,1,2,5,2,3
"F","A","IC",26,1,0,2,3,3,3,"F","B","EY",19,3,0,2,5,14,4
"F","B","CJ",25,2,0,0,0,4,3,"F","A","EY",25,1,0,2,3,12,3
"F","C","ST",29,1,0,1,2,8,3,"F","C","CJ",33,0,1,1,2,6,3
"M","A","EY",27,1,0,0,2,1,4,"F","C","CB",21,0,0,2,3,6,3
"M","C","PO",20,1,2,6,5,11,6,"M","B","PO",18,0,1,2,2,11,5
"F","B","CJ",15,2,1,4,1,4,5,"M","B","PO",20,0,1,1,3,7,3
"M","C","ST",24,2,3,3,1,13,5,"F","B","PO",55,0,0,0,2,26,4
"F","A","CJ",31,0,1,2,2,3,3,"M","B","ST",25,0,0,1,5,2,3
"F","A","IC",39,1,1,1,0,11,1,"F","C","PO",20,1,0,3,2,6,5
"M","A","CB",17,0,2,2,0,13,5,"F","C","PO",24,0,1,1,6,3,3
"M","B","CB",31,3,3,1,5,17,4,"F","A","ST",25,1,1,2,3,13,2
"F","C","PO",28,1,0,1,4,12,4,"F","C","AZ",21,4,0,1,2,17,5
"F","C","IC",22,2,0,1,0,18,5,"M","B","PO",15,1,1,2,4,4,4
"F","A","PO",15,3,0,2,1,5,5,"F","B","PO",32,1,1,2,4,9,3
"M","A","PO",17,2,1,0,1,2,4,"M","A","AZ",16,3,0,4,5,6,5
"M","A","EY",18,1,0,1,2,10,5,"F","A","CB",33,1,0,2,1,6,2
"F","B","IC",28,0,0,1,3,9,4,"F","A","AZ",29,0,0,1,0,2,3
"M","A","PO",15,1,1,0,0,6,4,"F","A","PO",28,1,2,0,0,1,2
"F","A","PO",17,1,0,5,1,17,5,"M","A","CJ",15,1,0,2,5,1,4
"M","B","CJ",16,0,2,1,2,3,5,"F","C","AZ",22,1,2,3,1,11,5
"F","A","AZ",36,3,2,2,0,8,3,"M","A","PO",25,3,0,3,2,17,5
"M","D","PO",23,1,1,2,6,8,3,"F","B","EY",18,0,0,1,1,6,3
"M","A","AZ",27,0,0,0,0,5,3,"F","A","IC",35,1,2,1,1,3,1
"F","D","PO",45,2,3,4,1,41,5,"M","B","EY",15,1,0,0,3,1,3
"M","D","PO",23,1,0,2,1,24,5,"M","B","ST",27,3,1,0,3,12,3
"F","B","EY",17,1,1,1,3,4,3,"M","B","PO",34,2,1,5,5,29,5
"F","B","CJ",16,0,0,0,2,2,3,"M","A","AZ",29,0,0,1,0,14,4
"F","A","IC",15,0,1,0,1,7,4,"M","B","CJ",16,1,2,4,2,10,5
"F","B","EY",27,0,1,0,1,10,3,"F","A","AZ",29,3,2,2,2,22,4
"F","D","AZ",35,1,0,0,0,13,4,"F","B","PO",21,0,1,1,4,9,4
"F","B","AZ",38,2,2,0,0,7,1,"M","C","AZ",20,1,0,0,0,7,5
"M","A","AZ",16,4,1,5,1,6,5,"M","C","ST",25,3,1,4,3,7,5
"F","B","AZ",21,3,3,3,0,12,5,"F","A","AZ",27,0,1,1,1,8,3
"M","A","IC",31,1,1,0,3,14,4,"F","D","PO",27,0,0,2,0,16,5
"F","C","PO",20,3,0,0,1,6,5,"F","D","CB",21,3,0,2,3,7,5
"M","A","EY",25,0,0,0,2,5,4,"M","B","CJ",20,1,2,0,2,4,3
"M","B","EY",16,1,0,1,1,8,4,"M","B","CJ",19,2,3,3,4,1,4
"F","B","PO",47,1,1,0,4,28,3,"M","D","CB",28,1,0,2,4,18,3
"F","B","ST",24,1,1,0,2,21,3,"F","A","CB",30,0,2,3,2,5,3
"F","A","IC",31,1,3,2,2,6,2,"F","A","AZ",22,1,0,0,3,15,5
"F","A","AZ",31,0,0,1,3,2,2,"M","B","PO",25,0,1,4,1,22,5
"M","B","CJ",16,0,0,0,1,1,4,"M","C","PO",27,1,3,7,4,13,5
"M","C","PO",30,0,0,2,2,7,5,"M","A","PO",19,1,0,1,7,3,3
"M","A","IC",36,1,0,2,6,26,4,"M","B","PO",23,4,2,1,0,12,5
"F","B","EY",16,5,0,5,5,5,5,"F","B","EY",16,1,1,0,2,1,3
"F","A","IC",29,0,1,1,2,8,4,"F","A","IC",26,0,0,0,1,10,2
"M","B","PO",24,0,2,2,1,17,5,"M","B","CB",22,1,2,3,2,2,3
"F","B","EY",32,3,0,1,2,7,4,"M","B","EY",15,0,2,0,0,3,4
"M","A","IC",25,2,1,0,1,1,2,"F","A","CB",46,0,0,3,0,5,3
"F","A","AZ",30,2,2,1,1,13,3,"M","B","CJ",40,0,0,2,7,22,3
"F","A","EY",30,2,2,2,5,16,3,"M","B","PO",19,1,1,1,2,8,4
"M","C","PO",15,1,1,2,1,8,5,"F","A","IC",46,2,0,0,5,31,3
"F","B","CJ",24,1,3,2,1,9,3,"M","A","CB",19,2,2,3,2,7,5
"M","B","PO",28,1,0,3,3,18,3,"F","A","AZ",40,0,2,0,1,10,2
"M","B","PO",16,1,0,1,2,5,3,"M","B","AZ",16,3,2,2,2,7,5
"F","C","PO",30,4,1,1,0,11,5,"M","A","AZ",37,1,0,0,0,5,3
"F","C","AZ",34,0,1,1,0,5,2,"F","A","CB",30,1,1,1,1,4,3
"F","A","CJ",34,0,2,2,1,1,3,"M","B","PO",17,1,0,3,2,11,5
"M","C","CB",23,2,1,1,3,9,3,"M","B","CB",20,2,1,1,5,7,4
"F","A","ST",33,2,0,1,1,10,3,"F","C","CB",20,1,1,0,3,3,4
"F","B","AZ",18,1,0,1,2,1,3,"F","B","AZ",24,1,1,2,5,8,4
"F","B","PO",17,2,1,3,4,8,4,"F","A","PO",20,2,2,3,1,6,5
"F","D","AZ",15,2,0,3,2,6,5,"F","A","CJ",53,2,1,0,1,4,3
"F","B","EY",18,1,0,1,4,1,3,"F","B","IC",18,3,2,3,3,9,5
"F","A","EY",16,1,1,1,5,8,3,"F","A","ST",28,1,1,1,0,3,3
"F","C","EY",22,3,0,2,5,16,3,"F","D","AZ",31,0,0,0,0,7,3
"M","B","PO",25,4,1,4,1,6,5,"F","B","AZ",29,1,0,3,4,11,4
"M","C","PO",24,4,0,2,1,5,5,"F","A","IC",30,0,2,1,1,2,3
"M","C","CB",19,2,2,1,3,1,3,"F","B","CJ",20,0,1,1,1,6,4
"F","B","CB",27,1,1,2,0,20,4,"F","B","PO",24,2,2,6,2,4,5
"F","B","IC",29,1,0,2,5,10,3,"F","B","EY",17,1,0,1,1,9,3
"M","C","PO",17,3,1,2,2,4,5,"F","B","EY",22,1,2,1,5,1,3
"M","C","PO",28,4,0,2,0,12,5,"M","A","CB",16,2,2,2,2,11,5
"M","C","CB",18,1,0,4,3,7,5,"F","B","PO",19,0,2,1,4,3,3
"F","B","PO",16,0,0,2,7,2,4,"M","A","CB",19,1,1,1,3,13,3
"F","A","AZ",25,3,4,0,1,4,1,"M","A","PO",16,0,1,4,3,16,5
"M","B","CJ",19,0,0,1,7,5,3,"F","A","AZ",17,2,1,3,4,1,3
"M","B","PO",33,1,0,4,1,14,5,"F","B","CJ",28,1,1,3,3,15,4
"F","B","PO",27,4,1,4,4,12,5,"F","A","IC",32,1,0,0,0,1,2
"F","B","CJ",30,1,0,2,2,23,5,"M","B","CB",21,2,1,1,4,3,3
"F","D","IC",15,2,1,3,2,1,3,"F","A","CB",28,0,1,1,4,10,5
"F","B","EY",26,1,3,0,3,17,4,"M","B","PO",22,0,0,0,3,7,3
"F","A","PO",20,3,4,2,8,1,4,"F","A","IC",29,0,0,0,0,1,4
"M","C","PO",21,1,0,3,0,15,5,"F","B","AZ",22,1,1,1,3,5,4
"F","B","EY",26,1,1,0,2,3,2,"M","B","EY",22,1,1,0,0,11,4
"M","A","CB",15,3,1,4,1,6,5,"M","B","PO",16,2,0,3,1,9,5
"M","B","PO",19,1,1,1,4,1,3,"M","A","CJ",27,0,1,0,0,3,3
"F","D","AZ",27,2,3,1,3,5,2,"F","B","CJ",26,0,0,1,0,4,2
"M","A","PO",60,0,2,2,2,18,3,"F","C","CJ",31,0,1,2,0,1,3
"M","B","EY",27,1,1,0,1,15,4,"M","A","AZ",28,2,2,2,0,1,3
"F","B","ST",20,0,2,1,4,5,4,"F","B","PO",33,2,3,4,5,11,5
"F","A","ST",37,2,1,2,0,0,2,"F","D","PO",31,3,0,3,1,12,5
"F","A","AZ",41,2,2,2,1,11,3,"F","B","AZ",17,0,1,0,3,6,3
"M","C","CJ",26,1,1,1,3,13,3,"F","A","IC",18,0,0,3,6,3,4
"F","A","AZ",52,0,3,0,2,15,3,"M","C","ST",28,0,0,3,0,10,2
"M","B","CJ",18,2,0,4,3,12,5,"M","B","CB",20,2,0,3,1,12,5
"F","A","IC",32,0,1,1,2,4,3,"M","B","AZ",19,1,2,2,1,6,5
"M","C","CB",61,2,3,0,0,1,4,"F","C","CB",18,2,0,2,3,5,5
"M","B","CB",15,0,1,6,0,5,5,"F","A","CJ",15,2,2,3,1,8,5
"F","B","AZ",20,2,0,0,3,5,3,"M","B","EY",33,0,0,1,0,25,5
"F","A","AZ",31,1,0,2,0,4,2,"F","B","CB",26,2,0,2,2,4,3
"F","A","CJ",18,2,1,0,2,2,3,"M","B","IC",17,2,0,3,1,7,5
"M","C","PO",24,3,1,5,3,10,5,"F","B","ST",20,1,1,0,1,2,4
"F","A","IC",33,1,2,0,1,9,3,"M","B","PO",27,5,0,2,2,7,5
"F","A","CB",30,2,0,0,0,2,2,"M","C","AZ",27,1,1,2,4,8,5
"F","B","IC",38,3,0,0,0,3,3,"M","C","EY",15,2,0,2,3,1,4
"F","A","ST",33,3,1,2,1,3,3,"F","A","EY",17,1,1,0,3,8,3
"F","C","PO",19,0,1,3,5,1,3,"F","A","AZ",15,3,1,3,1,5,5
"F","A","AZ",30,0,0,2,3,5,3,"M","B","AZ",15,0,2,1,1,2,4
"F","C","PO",19,0,1,1,3,14,4,"F","C","AZ",17,0,1,2,3,1,4
"M","B","PO",15,3,2,4,3,7,5,"M","A","AZ",25,1,2,1,2,0,3
"F","D","CB",20,4,0,2,2,10,3,"M","A","CB",28,2,1,3,0,9,5
"F","A","AZ",29,1,1,5,4,6,5,"M","B","AZ",26,4,1,4,2,14,5
"M","A","IC",38,0,2,0,0,9,3,"M","A","EY",16,2,3,1,5,5,3
"M","B","AZ",18,1,1,4,1,7,5,"M","C","EY",18,1,1,1,3,2,4
"M","A","CJ",18,1,0,0,5,12,3,"F","B","AZ",16,0,1,2,0,6,5
"M","C","EY",16,1,2,1,0,3,3,"M","B","IC",40,2,0,0,3,13,3
"M","B","IC",36,1,2,2,0,1,3,"F","B","CJ",19,2,0,0,2,3,3
"F","C","EY",31,1,0,2,4,15,4,"F","B","CJ",26,0,2,2,2,2,2
"M","A","PO",30,0,2,1,1,6,3,"F","B","AZ",28,0,1,1,3,7,4
"M","B","AZ",30,1,1,2,1,4,3,"M","A","IC",21,1,1,1,3,9,4
"F","B","PO",15,2,0,2,4,1,3,"M","C","EY",19,1,2,4,2,11,5
"F","A","CJ",39,0,1,3,7,12,4,"F","A","CB",30,2,2,1,1,7,2
"F","B","CB",38,1,1,0,0,20,4,"M","C","CB",21,3,0,1,1,4,5
"F","C","IC",25,4,3,1,2,0,5,"F","C","IC",21,3,2,1,0,9,5
"M","A","CJ",30,1,2,2,2,3,2,"F","B","IC",16,2,1,0,2,4,4
"M","A","PO",24,1,1,4,0,6,5,"F","B","EY",28,0,1,0,1,20,3
"M","A","PO",18,1,0,6,4,2,3,"M","B","PO",15,4,0,5,2,5,5
"F","A","PO",27,2,2,1,2,7,4,"F","B","EY",16,1,0,1,3,1,3
"F","D","CJ",30,0,1,1,2,11,2,"F","B","EY",27,1,0,0,2,10,4
"F","A","IC",29,1,1,1,2,20,1,"F","B","EY",15,1,2,1,1,1,4
"F","C","EY",22,1,2,1,5,8,3,"M","B","AZ",34,1,1,1,1,10,4
"F","B","CJ",22,1,0,10,4,14,5,"M","B","CB",25,3,4,0,4,7,3
"F","B","PO",22,1,1,3,1,6,5,"M","B","AZ",15,0,0,0,2,3,3
"F","B","PO",16,0,1,1,2,23,5,"F","A","AZ",23,1,0,2,1,8,5
"M","B","CJ",16,1,2,1,2,2,4,"F","B","AZ",28,0,1,0,1,9,3
"M","A","ST",26,0,3,1,1,3,4,"F","A","AZ",16,1,2,1,1,2,4
"F","B","AZ",33,2,0,1,2,11,3,"M","A","PO",42,0,2,2,2,5,2
"F","A","AZ",30,2,1,2,0,1,4,"M","D","IC",34,2,2,1,3,9,3
"F","B","PO",15,0,0,1,5,5,4,"F","D","CB",26,1,1,0,0,2,4
"M","B","PO",17,3,1,3,1,5,5,"F","A","ST",29,1,0,1,1,4,2
"F","B","PO",22,0,0,1,3,7,3,"F","B","AZ",29,2,1,1,4,2,3
"F","A","IC",27,0,1,1,0,2,5,"F","A","PO",15,1,1,0,1,10,5
"M","B","CB",18,2,1,1,2,2,4,"F","B","AZ",27,1,0,1,1,1,3
"F","A","ST",15,2,3,1,3,1,4,"M","B","AZ",27,0,0,2,1,1,3
"F","A","PO",33,2,1,1,1,19,1,"F","D","AZ",38,0,0,1,2,10,2
"M","A","AZ",15,2,1,2,3,13,5,"F","B","CJ",18,1,1,2,3,5,3
"M","B","ST",16,0,0,0,2,5,3,"M","B","IC",19,2,1,0,4,5,4
"F","B","EY",28,1,2,0,1,12,4,"M","D","AZ",18,1,0,1,2,7,5
"M","C","CB",25,2,2,1,2,8,3,"M","C","ST",29,1,1,3,3,15,5
"M","A","ST",21,3,0,0,1,1,3,"F","B","IC",19,0,0,0,2,3,5
"M","A","PO",33,5,1,4,4,16,5,"F","D","IC",19,1,2,5,6,7,5
"F","B","PO",21,2,0,3,4,6,5,"F","D","EY",21,0,2,0,3,5,4
"M","B","EY",17,2,3,1,2,2,3,"M","B","CB",21,0,2,2,3,9,3
"F","D","AZ",27,2,1,2,1,2,2,"F","A","CJ",20,3,1,0,4,2,4
"F","B","EY",41,0,1,0,0,16,3,"M","B","EY",22,0,1,0,1,5,4
"F","A","PO",41,0,1,2,5,19,4,"F","A","ST",40,1,1,1,1,3,3
"M","B","CJ",21,3,4,2,2,1,3,"F","A","CB",33,1,1,1,2,1,4
"F","A","PO",27,2,2,0,4,12,1,"M","B","AZ",17,2,0,1,3,7,5
"F","B","PO",24,1,2,1,0,6,5,"F","B","CB",31,0,0,0,2,30,4
"F","A","AZ",15,0,1,0,3,3,3,"F","A","CB",28,0,0,0,1,2,3
"F","B","EY",23,0,0,2,4,1,4,"M","A","PO",20,0,0,1,2,5,3
"M","B","CJ",32,1,1,1,2,11,3,"F","C","EY",31,0,1,0,1,6,4
"F","B","EY",20,2,1,3,2,7,5,"F","C","EY",24,2,1,2,4,15,4
"M","B","ST",17,1,3,1,4,7,3,"F","B","CB",15,3,1,0,0,1,3
"M","A","AZ",22,1,2,0,4,6,3,"M","B","AZ",17,1,1,3,1,6,4
"F","B","CJ",20,0,1,0,5,1,4,"F","B","CJ",15,1,2,1,4,2,3
"F","B","EY",16,0,0,0,4,3,4,"M","A","AZ",26,2,1,0,2,7,3
"M","B","EY",16,0,1,0,0,2,3,"F","A","AZ",18,1,1,3,3,16,5
"M","A","EY",17,2,4,0,1,3,3,"M","B","CJ",19,1,1,2,1,8,4
"M","B","IC",31,2,1,0,2,2,4,"M","A","CJ",21,2,0,1,2,21,3
"M","B","CJ",21,3,2,0,3,14,3,"F","A","PO",16,1,1,0,3,1,3
"F","B","PO",15,0,2,1,2,3,3,"M","A","CB",39,0,0,0,1,3,3
"M","B","EY",15,5,3,1,1,4,5,"F","A","IC",25,0,0,3,2,4,2
"F","A","CJ",25,0,0,0,0,1,2,"F","A","AZ",32,0,0,2,2,13,2
"M","A","EY",24,0,0,2,2,10,4,"F","A","CB",25,0,0,0,1,2,4
"F","C","AZ",18,1,1,1,2,1,3,"F","B","CJ",15,0,0,0,1,5,3
"M","A","AZ",17,3,0,5,2,25,4,"F","A","EY",21,1,0,1,5,7,3
"F","A","CJ",25,0,1,2,4,7,3,"M","B","EY",16,0,0,1,1,4,3
"F","C","PO",27,0,1,0,1,5,4,"M","A","PO",29,3,1,4,7,4,5
"F","B","PO",27,0,1,2,2,4,2,"F","B","IC",30,2,1,1,4,0,3
"F","A","AZ",32,0,1,1,1,11,2,"M","A","CB",31,0,1,1,4,15,3
"F","B","EY",17,0,0,2,8,5,3,"M","B","AZ",41,2,0,0,3,22,4
"M","B","AZ",15,0,2,1,0,1,3,"F","B","IC",15,2,1,3,3,1,3
"F","A","PO",43,2,0,0,1,45,4,"F","A","AZ",36,0,2,1,2,15,4
"F","A","AZ",36,1,1,0,3,13,3,"F","A","AZ",28,1,2,4,7,6,4
"M","C","IC",30,0,0,4,6,19,5,"M","A","AZ",20,0,1,0,2,5,3
"F","A","CJ",30,1,0,0,0,3,3,"F","A","CB",33,7,0,2,3,12,5
"F","A","AZ",19,2,0,5,1,10,5,"M","B","AZ",24,3,0,4,4,5,3
"F","B","PO",23,0,2,0,3,7,4,"F","A","AZ",49,0,1,0,0,17,3
"M","B","PO",56,3,1,2,2,4,5,"F","A","AZ",29,0,0,2,5,14,4
"F","D","CB",15,2,2,1,5,11,4,"F","A","IC",28,0,1,0,0,2,3
"F","C","PO",18,1,1,5,1,7,5,"F","B","EY",19,2,3,0,2,1,3
"F","B","EY",32,1,2,0,1,10,4,"F","C","PO",16,2,2,2,4,1,4
"F","B","CJ",15,3,4,3,5,3,4,"M","A","PO",36,0,1,1,1,10,2
"F","C","PO",16,0,2,2,4,1,4,"F","C","AZ",37,1,2,1,0,11,4
"M","B","IC",54,0,0,1,5,39,3,"F","A","CB",26,1,0,0,4,3,5
"M","B","EY",20,0,0,1,3,10,3,"F","A","EY",28,1,0,1,2,3,2
"F","A","EY",23,3,1,1,3,5,4,"M","A","IC",25,0,0,1,3,3,3
"M","C","ST",19,2,1,5,5,5,5,"F","A","IC",41,0,1,2,1,3,2
"M","B","EY",26,1,2,2,7,11,4,"F","D","CB",15,2,1,3,5,1,4
"F","C","CB",17,0,0,1,2,6,4,"F","C","PO",15,1,1,5,1,7,5
"F","C","IC",20,1,0,1,1,4,3,"F","A","IC",23,3,1,0,3,7,3
"M","B","PO",15,4,0,6,2,4,5,"F","B","IC",30,2,1,0,0,4,3
"F","A","EY",36,0,0,1,1,5,3,"M","B","PO",38,1,0,0,1,21,5
"F","C","PO",16,2,1,2,1,4,5,"F","A","IC",29,0,0,1,0,8,2
"M","B","AZ",20,0,1,8,4,5,5,"M","B","ST",17,2,2,0,0,8,5
"F","A","EY",26,1,1,0,1,2,2,"F","A","AZ",17,0,2,0,5,14,4
"F","A","EY",18,4,1,4,3,5,3,"F","D","ST",30,1,1,0,0,2,2
"M","C","PO",36,1,1,5,3,7,5,"M","C","CB",22,3,1,1,0,4,4
"F","B","CB",15,0,1,1,4,4,4,"F","B","CJ",18,1,0,1,4,5,4
"F","B","ST",16,3,1,0,1,1,4,"M","C","AZ",20,0,2,0,2,4,4
"F","A","AZ",38,0,1,1,1,1,2,"F","A","EY",24,0,1,1,1,3,4
"F","D","CB",35,1,0,0,3,15,3,"F","B","ST",25,0,1,0,1,5,5
"M","B","IC",26,1,2,1,4,9,3,"F","B","EY",29,1,1,3,0,6,3
"M","C","PO",16,2,0,2,4,9,4,"F","C","AZ",20,0,2,1,3,1,4
"M","B","IC",21,2,2,0,1,5,3,"M","B","EY",34,1,1,0,5,14,3
"F","C","AZ",27,1,0,2,2,2,3,"M","A","PO",38,0,0,1,1,2,3
"M","C","PO",26,0,0,6,3,18,5,"F","D","PO",28,1,0,0,2,13,3
"F","A","AZ",28,2,1,1,0,1,3,"F","A","EY",54,2,2,1,1,3,2
"M","B","PO",19,1,1,2,1,12,5,"F","C","AZ",23,3,2,2,5,1,3
"M","C","IC",16,1,2,5,6,4,4,"F","B","IC",22,2,0,1,1,1,3
"F","A","CB",23,1,2,0,3,9,3,"M","B","CB",18,2,1,1,1,11,5
"F","D","PO",18,3,1,1,2,5,4,"F","C","CJ",15,0,0,3,8,3,3
"M","B","PO",23,1,1,0,1,2,3,"F","C","PO",15,2,2,4,1,7,5
"F","B","PO",42,5,0,2,4,18,6,"F","B","AZ",15,1,3,2,4,4,3
"F","B","IC",18,4,4,5,3,5,5,"F","C","IC",25,1,0,5,3,11,5
"F","A","AZ",20,2,1,2,2,5,4,"M","A","AZ",17,3,2,3,2,8,4
"F","A","AZ",27,3,3,1,1,1,4,"F","B","AZ",34,1,0,1,3,6,3
"F","B","CJ",22,2,0,1,3,8,4,"M","A","CB",18,0,0,1,5,2,3
"F","C","PO",17,1,0,1,1,8,5,"M","C","AZ",17,2,3,0,4,1,3
"M","B","AZ",27,3,2,4,1,8,5,"F","C","PO",34,0,4,1,3,16,3
